"term","Estimate","Cluster s.e.","t value","Pr(>|t|)"
"novelty_dummy",-0.607766450027568,0.0121765433679719,-49.912888383922,0
"novelty_dummy:after_ai_dummy",0.514976973998316,0.021321717653147,24.1526964373017,1.55110558708583e-122
