month_index,fe,fe_ci_ll,fe_ci_ul
522,-6.68125466711567,-7.6963174220146,-5.66619191221675
523,-6.83175619813088,-7.97944435652938,-5.68406803973238
524,-6.23538806312029,-7.22795910417189,-5.2428170220687
525,-6.10113023264869,-6.95740515415321,-5.24485531114418
526,-6.49410649582081,-7.51201502106061,-5.47619797058101
527,-6.65782394022686,-7.63021848056661,-5.68542939988711
528,-6.60125492045575,-7.68351983471333,-5.51899000619818
529,-6.68688735081352,-7.67749880842582,-5.69627589320123
530,-6.66830705778356,-7.69252817104766,-5.64408594451946
531,-7.01811138588394,-8.14157346371001,-5.89464930805787
532,-5.59987116155024,-6.54610309428258,-4.6536392288179
533,-6.75109148335921,-7.85128062561617,-5.65090234110224
534,-7.03774359017389,-8.00734388419218,-6.06814329615559
535,-7.02579813928669,-8.11827723248881,-5.93331904608458
536,-7.1811384787501,-8.21131126160843,-6.15096569589178
537,-6.40776914117845,-7.48979718878064,-5.32574109357626
538,-6.50880782940267,-7.50035391878703,-5.51726174001831
539,-6.1444159219421,-7.08755201467331,-5.20127982921088
540,-6.27068588376246,-7.25892057099966,-5.28245119652526
541,-6.71276577417545,-8.02140556751781,-5.4041259808331
542,-6.8969270620979,-7.88421608924252,-5.90963803495329
543,-6.45288608862735,-7.34347018330306,-5.56230199395164
544,-6.16408877000197,-7.12058954375951,-5.20758799624442
545,-6.6204349292773,-7.55322935834437,-5.68764050021023
546,-6.59169960032544,-7.52356398090124,-5.65983521974964
547,-6.92424619259338,-8.02228595158798,-5.82620643359878
548,-6.94292805228216,-8.00722249778452,-5.87863360677979
549,-7.25139973951051,-8.17922564404257,-6.32357383497844
550,-6.97799790669378,-7.96188816465369,-5.99410764873386
551,-6.87353342390909,-7.86059557577679,-5.88647127204139
552,-6.15844896699489,-7.07353935779437,-5.24335857619541
553,-6.95609248852638,-7.98126283411977,-5.93092214293299
554,-6.27598889280526,-7.23714220596097,-5.31483557964955
555,-6.94445620172159,-7.85410521924541,-6.03480718419778
556,-6.41480846149194,-7.30812917552617,-5.52148774745772
557,-7.19296570669339,-8.20213517089069,-6.18379624249609
558,-5.65873011165781,-6.57888028027949,-4.73857994303612
559,-7.01079472884495,-8.01768477390821,-6.00390468378169
560,-6.74512348469445,-7.71693194667146,-5.77331502271744
561,-6.61665128295453,-7.59026206513614,-5.64304050077292
562,-6.66682494533976,-7.74523990820136,-5.58840998247815
563,-6.53531448103159,-7.52779399418357,-5.5428349678796
564,-6.13686313554655,-7.16871745313067,-5.10500881796242
565,-6.40213701205815,-7.48184509776801,-5.32242892634829
566,-6.24073501488736,-7.30117039056732,-5.1802996392074
567,-5.87178814076373,-6.75201033888811,-4.99156594263935
568,-6.82936933522208,-7.73656197449119,-5.92217669595298
569,-6.72295013021622,-7.85012658121257,-5.59577367921986
570,-6.49990416915528,-7.61418047307148,-5.38562786523907
571,-6.96870543542777,-7.96283108164206,-5.97457978921348
572,-6.44746748448149,-7.51843726763855,-5.37649770132442
573,-6.652703821618,-7.69891396057351,-5.60649368266249
574,-6.33225293573439,-7.27646581730497,-5.38804005416381
575,-6.14317033105118,-7.1475633134124,-5.13877734868996
576,-7.03157529423587,-8.08806689191206,-5.97508369655968
577,-7.24171787838807,-8.21377395296035,-6.26966180381579
578,-6.65473874230874,-7.591066802171,-5.71841068244649
579,-6.34429918350793,-7.25276907344627,-5.4358292935696
580,-6.61364194985233,-7.61140263445423,-5.61588126525043
581,-5.9903853514098,-6.90997402842947,-5.07079667439013
582,-6.17625703798012,-7.1308864994532,-5.22162757650704
583,-6.1634845683554,-7.01846139234264,-5.30850774436817
584,-6.58038805612488,-7.53854340508497,-5.6222327071648
585,-6.21928941493032,-7.1459322051165,-5.29264662474415
586,-6.58095917454742,-7.58593174044469,-5.57598660865016
587,-6.76871464221061,-7.86837854752082,-5.6690507369004
588,-6.74745409052065,-7.69259147882762,-5.80231670221368
589,-5.80117859520338,-6.79627280261771,-4.80608438778905
590,-5.81359912480921,-6.79552884541626,-4.83166940420217
591,-6.27039226062939,-7.29037563124993,-5.25040889000885
592,-6.199555712795,-7.11216400834991,-5.2869474172401
593,-6.66696709846362,-7.68718799301111,-5.64674620391612
594,-6.50354959031076,-7.40531819006765,-5.60178099055387
595,-6.47088846018504,-7.39484962118905,-5.54692729918103
596,-6.27590718936845,-7.23454958572785,-5.31726479300906
597,-6.7229549523274,-7.67009488829285,-5.77581501636196
598,-6.14284869578248,-7.00920367086292,-5.27649372070204
599,-6.13131332420272,-7.04614625318304,-5.21648039522241
600,-6.58462942684746,-7.58418312355001,-5.58507573014492
601,-7.46876070801873,-8.36862570703213,-6.56889570900533
602,-6.09227219308973,-6.96701331475706,-5.2175310714224
603,-6.46085784513313,-7.34639754271957,-5.5753181475467
604,-6.92920128886247,-7.85770225628654,-6.0007003214384
605,-6.91164262236273,-7.92869708614807,-5.8945881585774
606,-6.6430138489085,-7.68198593223739,-5.60404176557961
607,-6.91124168534416,-7.92312787885564,-5.89935549183267
608,-6.3896630643602,-7.34327523516716,-5.43605089355324
609,-6.42472504557746,-7.39736572777085,-5.45208436338407
610,-6.60781875883476,-7.62414565654788,-5.59149186112163
611,-6.40954375949862,-7.29625638699058,-5.52283113200665
612,-5.83243077961014,-6.71606117468251,-4.94880038453778
613,-6.1210055473595,-7.1272161429294,-5.1147949517896
614,-5.92084221502204,-6.87447646364439,-4.96720796639969
615,-6.59297332949417,-7.53679695739112,-5.64914970159721
616,-6.48693271186883,-7.35125088120435,-5.62261454253332
617,-5.40572335165143,-6.28507086290656,-4.5263758403963
