"term","Estimate","Cluster s.e.","t value","Pr(>|t|)"
"after_ai_dummy",0.597539787726112,0.0160122654228812,37.317629451248,1.1077477452797e-271
"novelty_dummy",-0.607702849635752,0.0121857774463846,-49.8698464098449,0
"after_ai_dummy:novelty_dummy",0.515040212778738,0.0214657668890732,23.9935621885893,4.97996774062329e-121
