label,fe,fe_ci_ll,fe_ci_ul,year,candidate,kind,move_start,move_end,matches_ai_move_filter,base_candidate,affine_intercept,affine_slope
2013.0,0.120265356584997,-0.278674602834343,0.519205316004337,2013,raw_2_55,raw,2.0,55.0,all,,,
2014.0,0.187947670374083,-0.210970077363272,0.586865418111438,2014,raw_2_55,raw,2.0,55.0,all,,,
2015.0,0.244810715317328,-0.153655249029413,0.64327667966407,2015,raw_2_55,raw,2.0,55.0,all,,,
2016.0,0.210385934665856,-0.187919649753688,0.6086915190854,2016,raw_2_55,raw,2.0,55.0,all,,,
2017.0,0.371301915833145,-0.0263668568775239,0.768970688543814,2017,raw_2_55,raw,2.0,55.0,all,,,
2018.0,0.685718910524741,0.288508412422551,1.08292940862693,2018,raw_2_55,raw,2.0,55.0,all,,,
2019.0,0.82701065530047,0.429610514696588,1.22441079590435,2019,raw_2_55,raw,2.0,55.0,all,,,
2020.0,0.865892149438274,0.468413857648353,1.26337044122819,2020,raw_2_55,raw,2.0,55.0,all,,,
2021.0,0.920243308470564,0.523220866003861,1.31726575093727,2021,raw_2_55,raw,2.0,55.0,all,,,
1951.0,0.0440531530780585,-0.430083530559756,0.518189836715873,1951,raw_2_50,raw,2.0,50.0,all,,,
1952.0,-0.370435643891005,-0.870374804755262,0.129503516973251,1952,raw_2_50,raw,2.0,50.0,all,,,
1953.0,-0.0489275095230325,-0.474793883738647,0.376938864692582,1953,raw_2_50,raw,2.0,50.0,all,,,
1954.0,-0.192850240755395,-0.657674605676599,0.271974124165809,1954,raw_2_50,raw,2.0,50.0,all,,,
1955.0,-0.0399704954736233,-0.52136306037317,0.441422069425924,1955,raw_2_50,raw,2.0,50.0,all,,,
1956.0,-0.178714591783515,-0.656490447297858,0.299061263730827,1956,raw_2_50,raw,2.0,50.0,all,,,
1957.0,0.0458326197575411,-0.374082040903422,0.465747280418504,1957,raw_2_50,raw,2.0,50.0,all,,,
1958.0,-0.166060375650583,-0.648263461541436,0.316142710240271,1958,raw_2_50,raw,2.0,50.0,all,,,
1959.0,-0.115644695221854,-0.557589339995982,0.326299949552274,1959,raw_2_50,raw,2.0,50.0,all,,,
1960.0,-0.0081108019513347,-0.425637164457955,0.409415560555286,1960,raw_2_50,raw,2.0,50.0,all,,,
1961.0,-0.193241364867218,-0.63680783423196,0.250325104497525,1961,raw_2_50,raw,2.0,50.0,all,,,
1962.0,-0.141429628272384,-0.545394867074283,0.262535610529514,1962,raw_2_50,raw,2.0,50.0,all,,,
1963.0,-0.172783662329976,-0.591218636615294,0.245651311955342,1963,raw_2_50,raw,2.0,50.0,all,,,
1964.0,-0.0129487203214855,-0.432532772279337,0.406635331636366,1964,raw_2_50,raw,2.0,50.0,all,,,
1965.0,0.075869534964413,-0.341161080626612,0.492900150555438,1965,raw_2_50,raw,2.0,50.0,all,,,
1966.0,-0.0490011047262932,-0.454802570148424,0.356800360695837,1966,raw_2_50,raw,2.0,50.0,all,,,
1967.0,0.257086277644035,-0.170161952129324,0.684334507417394,1967,raw_2_50,raw,2.0,50.0,all,,,
1968.0,0.145319799868293,-0.270513252761804,0.561152852498391,1968,raw_2_50,raw,2.0,50.0,all,,,
1969.0,-0.110368065617394,-0.534270981558141,0.313534850323352,1969,raw_2_50,raw,2.0,50.0,all,,,
1970.0,-0.11808387166199,-0.553192482973506,0.317024739649527,1970,raw_2_50,raw,2.0,50.0,all,,,
1971.0,-0.0628328612279084,-0.482920219788523,0.357254497332706,1971,raw_2_50,raw,2.0,50.0,all,,,
1972.0,0.0919088528404135,-0.329904139690093,0.51372184537092,1972,raw_2_50,raw,2.0,50.0,all,,,
1973.0,0.0086201542914617,-0.394506024597413,0.411746333180337,1973,raw_2_50,raw,2.0,50.0,all,,,
1974.0,0.0878359926811928,-0.314076053514835,0.489748038877221,1974,raw_2_50,raw,2.0,50.0,all,,,
1975.0,0.112318832224901,-0.292370356356019,0.517008020805821,1975,raw_2_50,raw,2.0,50.0,all,,,
1976.0,-0.0143299112091971,-0.411016489862708,0.382356667444314,1976,raw_2_50,raw,2.0,50.0,all,,,
