n_sealed,sealed_month_min,sealed_month_max,monthly_corr_raw,monthly_mae_raw,monthly_mae_centered,monthly_diff_corr,monthly_direction_match,onset_window_error,late_plateau_error,peak_value_error,peak_timing_error,candidate_name,kind,move_start,move_end
70,793,862,0.9965993280299891,0.020426022915813143,0.01740792143903541,0.9771185661263422,0.9565217391304348,0.013150717885976078,0.013868518090028994,0.00525951719624862,0,raw_2_60_affine,affine,2,60
70,793,862,0.9948733307683517,0.02407880336113823,0.03073473736532149,0.9510197450898619,0.8840579710144928,0.020002663316586625,0.02056582367293247,0.024594460559729192,0,raw_5_60_affine,affine,5,60
70,793,862,0.996599328029989,0.030680720146627875,0.03582033884612087,0.9771185661263421,0.9565217391304348,0.00756086412135305,0.03453782682621003,0.03493471491546041,0,raw_2_60,raw,2,60
70,793,862,0.9948733307683518,0.07076861890452038,0.11489608731884633,0.951019745089862,0.8840579710144928,0.03391379053830955,0.08702513821664255,0.09495452857616848,0,raw_5_60,raw,5,60
70,793,862,0.9934769953516123,0.09082765276530144,0.05359218581677436,0.8473654611059581,0.8840579710144928,0.04750104246376643,0.10622018101905215,0.08612307305635669,0,raw_2_50,raw,2,50
